	sent_index	word_index	word	region	condition
0	0	0	Les	det1pl	and_pl_pl-Vsg
1	0	1	maires	np1pl	and_pl_pl-Vsg
2	0	2	et	and	and_pl_pl-Vsg
3	0	3	les	det2pl	and_pl_pl-Vsg
4	0	4	conseillers	np2pl	and_pl_pl-Vsg
5	0	5	va	Vsg	and_pl_pl-Vsg
6	0	7	<eos>	End	and_pl_pl-Vsg
7	1	0	Les	det1pl	and_pl_pl-Vsg
8	1	1	dirigeants	np1pl	and_pl_pl-Vsg
9	1	2	et	and	and_pl_pl-Vsg
10	1	3	les	det2pl	and_pl_pl-Vsg
11	1	4	joueurs	np2pl	and_pl_pl-Vsg
12	1	5	va	Vsg	and_pl_pl-Vsg
13	1	7	<eos>	End	and_pl_pl-Vsg
14	2	0	Les	det1pl	and_pl_pl-Vsg
15	2	1	présidents	np1pl	and_pl_pl-Vsg
16	2	2	et	and	and_pl_pl-Vsg
17	2	3	les	det2pl	and_pl_pl-Vsg
18	2	4	ministres	np2pl	and_pl_pl-Vsg
19	2	5	va	Vsg	and_pl_pl-Vsg
20	2	7	<eos>	End	and_pl_pl-Vsg
21	3	0	Les	det1pl	and_pl_pl-Vsg
22	3	1	animateurs	np1pl	and_pl_pl-Vsg
23	3	2	et	and	and_pl_pl-Vsg
24	3	3	les	det2pl	and_pl_pl-Vsg
25	3	4	invités	np2pl	and_pl_pl-Vsg
26	3	5	va	Vsg	and_pl_pl-Vsg
27	3	7	<eos>	End	and_pl_pl-Vsg
28	4	0	Les	det1pl	and_pl_pl-Vsg
29	4	1	gouverneurs	np1pl	and_pl_pl-Vsg
30	4	2	et	and	and_pl_pl-Vsg
31	4	3	les	det2pl	and_pl_pl-Vsg
32	4	4	préfets	np2pl	and_pl_pl-Vsg
33	4	5	va	Vsg	and_pl_pl-Vsg
34	4	7	<eos>	End	and_pl_pl-Vsg
35	5	0	Les	det1pl	and_pl_pl-Vsg
36	5	1	bébés	np1pl	and_pl_pl-Vsg
37	5	2	et	and	and_pl_pl-Vsg
38	5	3	les	det2pl	and_pl_pl-Vsg
39	5	4	enfants	np2pl	and_pl_pl-Vsg
40	5	5	va	Vsg	and_pl_pl-Vsg
41	5	7	<eos>	End	and_pl_pl-Vsg
42	6	0	Mes	det1pl	and_pl_pl-Vsg
43	6	1	frère	np1pl	and_pl_pl-Vsg
44	6	2	et	and	and_pl_pl-Vsg
45	6	3	mes	det2pl	and_pl_pl-Vsg
46	6	4	amis	np2pl	and_pl_pl-Vsg
47	6	5	va	Vsg	and_pl_pl-Vsg
48	6	7	<eos>	End	and_pl_pl-Vsg
49	7	0	Les	det1pl	and_pl_pl-Vsg
50	7	1	médecins	np1pl	and_pl_pl-Vsg
51	7	2	et	and	and_pl_pl-Vsg
52	7	3	les	det2pl	and_pl_pl-Vsg
53	7	4	administrateurs	np2pl	and_pl_pl-Vsg
54	7	5	va	Vsg	and_pl_pl-Vsg
55	7	7	<eos>	End	and_pl_pl-Vsg
56	8	0	Les	det1pl	and_pl_pl-Vsg
57	8	1	agents	np1pl	and_pl_pl-Vsg
58	8	2	et	and	and_pl_pl-Vsg
59	8	3	les	det2pl	and_pl_pl-Vsg
60	8	4	secrétaires	np2pl	and_pl_pl-Vsg
61	8	5	va	Vsg	and_pl_pl-Vsg
62	8	7	<eos>	End	and_pl_pl-Vsg
63	9	0	Les	det1pl	and_pl_pl-Vsg
64	9	1	patrons	np1pl	and_pl_pl-Vsg
65	9	2	et	and	and_pl_pl-Vsg
66	9	3	les	det2pl	and_pl_pl-Vsg
67	9	4	collègues	np2pl	and_pl_pl-Vsg
68	9	5	va	Vsg	and_pl_pl-Vsg
69	9	7	<eos>	End	and_pl_pl-Vsg
70	10	0	Les	det1pl	and_pl_pl-Vsg
71	10	1	directeurs	np1pl	and_pl_pl-Vsg
72	10	2	et	and	and_pl_pl-Vsg
73	10	3	les	det2pl	and_pl_pl-Vsg
74	10	4	employés	np2pl	and_pl_pl-Vsg
75	10	5	va	Vsg	and_pl_pl-Vsg
76	10	7	<eos>	End	and_pl_pl-Vsg
77	11	0	Les	det1pl	and_pl_pl-Vsg
78	11	1	techniciens	np1pl	and_pl_pl-Vsg
79	11	2	et	and	and_pl_pl-Vsg
80	11	3	les	det2pl	and_pl_pl-Vsg
81	11	4	ingénieurs	np2pl	and_pl_pl-Vsg
82	11	5	va	Vsg	and_pl_pl-Vsg
83	11	7	<eos>	End	and_pl_pl-Vsg
84	12	0	Les	det1pl	and_pl_pl-Vsg
85	12	1	parcs	np1pl	and_pl_pl-Vsg
86	12	2	et	and	and_pl_pl-Vsg
87	12	3	les	det2pl	and_pl_pl-Vsg
88	12	4	châteaux	np2pl	and_pl_pl-Vsg
89	12	5	va	Vsg	and_pl_pl-Vsg
90	12	7	<eos>	End	and_pl_pl-Vsg
91	13	0	Les	det1pl	and_pl_pl-Vsg
92	13	1	meetings	np1pl	and_pl_pl-Vsg
93	13	2	et	and	and_pl_pl-Vsg
94	13	3	les	det2pl	and_pl_pl-Vsg
95	13	4	discours	np2pl	and_pl_pl-Vsg
96	13	5	va	Vsg	and_pl_pl-Vsg
97	13	7	<eos>	End	and_pl_pl-Vsg
98	14	0	Les	det1pl	and_pl_pl-Vsg
99	14	1	avions	np1pl	and_pl_pl-Vsg
100	14	2	et	and	and_pl_pl-Vsg
101	14	3	les	det2pl	and_pl_pl-Vsg
102	14	4	trains	np2pl	and_pl_pl-Vsg
103	14	5	va	Vsg	and_pl_pl-Vsg
104	14	7	<eos>	End	and_pl_pl-Vsg
105	15	0	Les	det1pl	and_pl_pl-Vsg
106	15	1	loyers	np1pl	and_pl_pl-Vsg
107	15	2	et	and	and_pl_pl-Vsg
108	15	3	les	det2pl	and_pl_pl-Vsg
109	15	4	transports	np2pl	and_pl_pl-Vsg
110	15	5	va	Vsg	and_pl_pl-Vsg
111	15	7	<eos>	End	and_pl_pl-Vsg
112	16	0	Les	det1pl	and_pl_pl-Vsg
113	16	1	villes	np1pl	and_pl_pl-Vsg
114	16	2	et	and	and_pl_pl-Vsg
115	16	3	les	det2pl	and_pl_pl-Vsg
116	16	4	régions	np2pl	and_pl_pl-Vsg
117	16	5	va	Vsg	and_pl_pl-Vsg
118	16	7	<eos>	End	and_pl_pl-Vsg
119	17	0	Les	det1pl	and_pl_pl-Vsg
120	17	1	partis	np1pl	and_pl_pl-Vsg
121	17	2	et	and	and_pl_pl-Vsg
122	17	3	les	det2pl	and_pl_pl-Vsg
123	17	4	syndicats	np2pl	and_pl_pl-Vsg
124	17	5	va	Vsg	and_pl_pl-Vsg
125	17	7	<eos>	End	and_pl_pl-Vsg
126	18	0	Les	det1pl	and_pl_pl-Vsg
127	18	1	bus	np1pl	and_pl_pl-Vsg
128	18	2	et	and	and_pl_pl-Vsg
129	18	3	les	det2pl	and_pl_pl-Vsg
130	18	4	métro	np2pl	and_pl_pl-Vsg
131	18	5	va	Vsg	and_pl_pl-Vsg
132	18	7	<eos>	End	and_pl_pl-Vsg
133	19	0	Les	det1pl	and_pl_pl-Vsg
134	19	1	restaurants	np1pl	and_pl_pl-Vsg
135	19	2	et	and	and_pl_pl-Vsg
136	19	3	les	det2pl	and_pl_pl-Vsg
137	19	4	marchés	np2pl	and_pl_pl-Vsg
138	19	5	va	Vsg	and_pl_pl-Vsg
139	19	7	<eos>	End	and_pl_pl-Vsg
140	20	0	Les	det1pl	and_pl_pl-Vsg
141	20	1	réponses	np1pl	and_pl_pl-Vsg
142	20	2	et	and	and_pl_pl-Vsg
143	20	3	les	det2pl	and_pl_pl-Vsg
144	20	4	questions	np2pl	and_pl_pl-Vsg
145	20	5	va	Vsg	and_pl_pl-Vsg
146	20	7	<eos>	End	and_pl_pl-Vsg
147	21	0	Les	det1pl	and_pl_pl-Vsg
148	21	1	spectacles	np1pl	and_pl_pl-Vsg
149	21	2	et	and	and_pl_pl-Vsg
150	21	3	les	det2pl	and_pl_pl-Vsg
151	21	4	événements	np2pl	and_pl_pl-Vsg
152	21	5	va	Vsg	and_pl_pl-Vsg
153	21	7	<eos>	End	and_pl_pl-Vsg
154	22	0	Les	det1pl	and_pl_pl-Vsg
155	22	1	livres	np1pl	and_pl_pl-Vsg
156	22	2	et	and	and_pl_pl-Vsg
157	22	3	les	det2pl	and_pl_pl-Vsg
158	22	4	films	np2pl	and_pl_pl-Vsg
159	22	5	va	Vsg	and_pl_pl-Vsg
160	22	7	<eos>	End	and_pl_pl-Vsg
161	23	0	Les	det1pl	and_pl_pl-Vsg
162	23	1	grèves	np1pl	and_pl_pl-Vsg
163	23	2	et	and	and_pl_pl-Vsg
164	23	3	les	det2pl	and_pl_pl-Vsg
165	23	4	manifestations	np2pl	and_pl_pl-Vsg
166	23	5	va	Vsg	and_pl_pl-Vsg
167	23	7	<eos>	End	and_pl_pl-Vsg
168	0	0	Le	det1sg	and_sg_pl-Vsg
169	0	1	maire	np1sg	and_sg_pl-Vsg
170	0	2	et	and	and_sg_pl-Vsg
171	0	3	les	det2pl	and_sg_pl-Vsg
172	0	4	conseillers	np2pl	and_sg_pl-Vsg
173	0	5	va	Vsg	and_sg_pl-Vsg
174	0	7	<eos>	End	and_sg_pl-Vsg
175	1	0	Le	det1sg	and_sg_pl-Vsg
176	1	1	dirigeant	np1sg	and_sg_pl-Vsg
177	1	2	et	and	and_sg_pl-Vsg
178	1	3	les	det2pl	and_sg_pl-Vsg
179	1	4	joueurs	np2pl	and_sg_pl-Vsg
180	1	5	va	Vsg	and_sg_pl-Vsg
181	1	7	<eos>	End	and_sg_pl-Vsg
182	2	0	Le	det1sg	and_sg_pl-Vsg
183	2	1	président	np1sg	and_sg_pl-Vsg
184	2	2	et	and	and_sg_pl-Vsg
185	2	3	les	det2pl	and_sg_pl-Vsg
186	2	4	ministres	np2pl	and_sg_pl-Vsg
187	2	5	va	Vsg	and_sg_pl-Vsg
188	2	7	<eos>	End	and_sg_pl-Vsg
189	3	0	L'	det1sg	and_sg_pl-Vsg
190	3	1	animateur	np1sg	and_sg_pl-Vsg
191	3	2	et	and	and_sg_pl-Vsg
192	3	3	les	det2pl	and_sg_pl-Vsg
193	3	4	invités	np2pl	and_sg_pl-Vsg
194	3	5	va	Vsg	and_sg_pl-Vsg
195	3	7	<eos>	End	and_sg_pl-Vsg
196	4	0	Le	det1sg	and_sg_pl-Vsg
197	4	1	gouverneur	np1sg	and_sg_pl-Vsg
198	4	2	et	and	and_sg_pl-Vsg
199	4	3	les	det2pl	and_sg_pl-Vsg
200	4	4	préfets	np2pl	and_sg_pl-Vsg
201	4	5	va	Vsg	and_sg_pl-Vsg
202	4	7	<eos>	End	and_sg_pl-Vsg
203	5	0	Le	det1sg	and_sg_pl-Vsg
204	5	1	bébé	np1sg	and_sg_pl-Vsg
205	5	2	et	and	and_sg_pl-Vsg
206	5	3	les	det2pl	and_sg_pl-Vsg
207	5	4	enfants	np2pl	and_sg_pl-Vsg
208	5	5	va	Vsg	and_sg_pl-Vsg
209	5	7	<eos>	End	and_sg_pl-Vsg
210	6	0	Mon	det1sg	and_sg_pl-Vsg
211	6	1	frère	np1sg	and_sg_pl-Vsg
212	6	2	et	and	and_sg_pl-Vsg
213	6	3	mes	det2pl	and_sg_pl-Vsg
214	6	4	amis	np2pl	and_sg_pl-Vsg
215	6	5	va	Vsg	and_sg_pl-Vsg
216	6	7	<eos>	End	and_sg_pl-Vsg
217	7	0	Le	det1sg	and_sg_pl-Vsg
218	7	1	médecin	np1sg	and_sg_pl-Vsg
219	7	2	et	and	and_sg_pl-Vsg
220	7	3	les	det2pl	and_sg_pl-Vsg
221	7	4	administrateurs	np2pl	and_sg_pl-Vsg
222	7	5	va	Vsg	and_sg_pl-Vsg
223	7	7	<eos>	End	and_sg_pl-Vsg
224	8	0	L'	det1sg	and_sg_pl-Vsg
225	8	1	agent	np1sg	and_sg_pl-Vsg
226	8	2	et	and	and_sg_pl-Vsg
227	8	3	les	det2pl	and_sg_pl-Vsg
228	8	4	secrétaires	np2pl	and_sg_pl-Vsg
229	8	5	va	Vsg	and_sg_pl-Vsg
230	8	7	<eos>	End	and_sg_pl-Vsg
231	9	0	Le	det1sg	and_sg_pl-Vsg
232	9	1	patron	np1sg	and_sg_pl-Vsg
233	9	2	et	and	and_sg_pl-Vsg
234	9	3	les	det2pl	and_sg_pl-Vsg
235	9	4	collègues	np2pl	and_sg_pl-Vsg
236	9	5	va	Vsg	and_sg_pl-Vsg
237	9	7	<eos>	End	and_sg_pl-Vsg
238	10	0	Le	det1sg	and_sg_pl-Vsg
239	10	1	directeur	np1sg	and_sg_pl-Vsg
240	10	2	et	and	and_sg_pl-Vsg
241	10	3	les	det2pl	and_sg_pl-Vsg
242	10	4	employés	np2pl	and_sg_pl-Vsg
243	10	5	va	Vsg	and_sg_pl-Vsg
244	10	7	<eos>	End	and_sg_pl-Vsg
245	11	0	Le	det1sg	and_sg_pl-Vsg
246	11	1	technicien	np1sg	and_sg_pl-Vsg
247	11	2	et	and	and_sg_pl-Vsg
248	11	3	les	det2pl	and_sg_pl-Vsg
249	11	4	ingénieurs	np2pl	and_sg_pl-Vsg
250	11	5	va	Vsg	and_sg_pl-Vsg
251	11	7	<eos>	End	and_sg_pl-Vsg
252	12	0	Le	det1sg	and_sg_pl-Vsg
253	12	1	parc	np1sg	and_sg_pl-Vsg
254	12	2	et	and	and_sg_pl-Vsg
255	12	3	les	det2pl	and_sg_pl-Vsg
256	12	4	châteaux	np2pl	and_sg_pl-Vsg
257	12	5	va	Vsg	and_sg_pl-Vsg
258	12	7	<eos>	End	and_sg_pl-Vsg
259	13	0	Le	det1sg	and_sg_pl-Vsg
260	13	1	meeting	np1sg	and_sg_pl-Vsg
261	13	2	et	and	and_sg_pl-Vsg
262	13	3	les	det2pl	and_sg_pl-Vsg
263	13	4	discours	np2pl	and_sg_pl-Vsg
264	13	5	va	Vsg	and_sg_pl-Vsg
265	13	7	<eos>	End	and_sg_pl-Vsg
266	14	0	L'	det1sg	and_sg_pl-Vsg
267	14	1	avion	np1sg	and_sg_pl-Vsg
268	14	2	et	and	and_sg_pl-Vsg
269	14	3	les	det2pl	and_sg_pl-Vsg
270	14	4	trains	np2pl	and_sg_pl-Vsg
271	14	5	va	Vsg	and_sg_pl-Vsg
272	14	7	<eos>	End	and_sg_pl-Vsg
273	15	0	Le	det1sg	and_sg_pl-Vsg
274	15	1	loyer	np1sg	and_sg_pl-Vsg
275	15	2	et	and	and_sg_pl-Vsg
276	15	3	les	det2pl	and_sg_pl-Vsg
277	15	4	transports	np2pl	and_sg_pl-Vsg
278	15	5	va	Vsg	and_sg_pl-Vsg
279	15	7	<eos>	End	and_sg_pl-Vsg
280	16	0	La	det1sg	and_sg_pl-Vsg
281	16	1	ville	np1sg	and_sg_pl-Vsg
282	16	2	et	and	and_sg_pl-Vsg
283	16	3	les	det2pl	and_sg_pl-Vsg
284	16	4	régions	np2pl	and_sg_pl-Vsg
285	16	5	va	Vsg	and_sg_pl-Vsg
286	16	7	<eos>	End	and_sg_pl-Vsg
287	17	0	Le	det1sg	and_sg_pl-Vsg
288	17	1	parti	np1sg	and_sg_pl-Vsg
289	17	2	et	and	and_sg_pl-Vsg
290	17	3	les	det2pl	and_sg_pl-Vsg
291	17	4	syndicats	np2pl	and_sg_pl-Vsg
292	17	5	va	Vsg	and_sg_pl-Vsg
293	17	7	<eos>	End	and_sg_pl-Vsg
294	18	0	Le	det1sg	and_sg_pl-Vsg
295	18	1	bus	np1sg	and_sg_pl-Vsg
296	18	2	et	and	and_sg_pl-Vsg
297	18	3	les	det2pl	and_sg_pl-Vsg
298	18	4	métro	np2pl	and_sg_pl-Vsg
299	18	5	va	Vsg	and_sg_pl-Vsg
300	18	7	<eos>	End	and_sg_pl-Vsg
301	19	0	Le	det1sg	and_sg_pl-Vsg
302	19	1	restaurant	np1sg	and_sg_pl-Vsg
303	19	2	et	and	and_sg_pl-Vsg
304	19	3	les	det2pl	and_sg_pl-Vsg
305	19	4	marchés	np2pl	and_sg_pl-Vsg
306	19	5	va	Vsg	and_sg_pl-Vsg
307	19	7	<eos>	End	and_sg_pl-Vsg
308	20	0	La	det1sg	and_sg_pl-Vsg
309	20	1	réponse	np1sg	and_sg_pl-Vsg
310	20	2	et	and	and_sg_pl-Vsg
311	20	3	les	det2pl	and_sg_pl-Vsg
312	20	4	questions	np2pl	and_sg_pl-Vsg
313	20	5	va	Vsg	and_sg_pl-Vsg
314	20	7	<eos>	End	and_sg_pl-Vsg
315	21	0	Le	det1sg	and_sg_pl-Vsg
316	21	1	spectacle	np1sg	and_sg_pl-Vsg
317	21	2	et	and	and_sg_pl-Vsg
318	21	3	les	det2pl	and_sg_pl-Vsg
319	21	4	événements	np2pl	and_sg_pl-Vsg
320	21	5	va	Vsg	and_sg_pl-Vsg
321	21	7	<eos>	End	and_sg_pl-Vsg
322	22	0	Le	det1sg	and_sg_pl-Vsg
323	22	1	livre	np1sg	and_sg_pl-Vsg
324	22	2	et	and	and_sg_pl-Vsg
325	22	3	les	det2pl	and_sg_pl-Vsg
326	22	4	films	np2pl	and_sg_pl-Vsg
327	22	5	va	Vsg	and_sg_pl-Vsg
328	22	7	<eos>	End	and_sg_pl-Vsg
329	23	0	La	det1sg	and_sg_pl-Vsg
330	23	1	grève	np1sg	and_sg_pl-Vsg
331	23	2	et	and	and_sg_pl-Vsg
332	23	3	les	det2pl	and_sg_pl-Vsg
333	23	4	manifestations	np2pl	and_sg_pl-Vsg
334	23	5	va	Vsg	and_sg_pl-Vsg
335	23	7	<eos>	End	and_sg_pl-Vsg
336	0	0	Les	det2pl	and_pl_sg-Vsg
337	0	1	conseillers	np2pl	and_pl_sg-Vsg
338	0	2	et	and	and_pl_sg-Vsg
339	0	3	le	det1sg	and_pl_sg-Vsg
340	0	4	maire	np1sg	and_pl_sg-Vsg
341	0	5	va	Vsg	and_pl_sg-Vsg
342	0	7	<eos>	End	and_pl_sg-Vsg
343	1	0	Les	det2pl	and_pl_sg-Vsg
344	1	1	joueurs	np2pl	and_pl_sg-Vsg
345	1	2	et	and	and_pl_sg-Vsg
346	1	3	le	det1sg	and_pl_sg-Vsg
347	1	4	dirigeant	np1sg	and_pl_sg-Vsg
348	1	5	va	Vsg	and_pl_sg-Vsg
349	1	7	<eos>	End	and_pl_sg-Vsg
350	2	0	Les	det2pl	and_pl_sg-Vsg
351	2	1	ministres	np2pl	and_pl_sg-Vsg
352	2	2	et	and	and_pl_sg-Vsg
353	2	3	le	det1sg	and_pl_sg-Vsg
354	2	4	président	np1sg	and_pl_sg-Vsg
355	2	5	va	Vsg	and_pl_sg-Vsg
356	2	7	<eos>	End	and_pl_sg-Vsg
357	3	0	Les	det2pl	and_pl_sg-Vsg
358	3	1	invités	np2pl	and_pl_sg-Vsg
359	3	2	et	and	and_pl_sg-Vsg
360	3	3	l'	det1sg	and_pl_sg-Vsg
361	3	4	animateur	np1sg	and_pl_sg-Vsg
362	3	5	va	Vsg	and_pl_sg-Vsg
363	3	7	<eos>	End	and_pl_sg-Vsg
364	4	0	Les	det2pl	and_pl_sg-Vsg
365	4	1	préfets	np2pl	and_pl_sg-Vsg
366	4	2	et	and	and_pl_sg-Vsg
367	4	3	le	det1sg	and_pl_sg-Vsg
368	4	4	gouverneur	np1sg	and_pl_sg-Vsg
369	4	5	va	Vsg	and_pl_sg-Vsg
370	4	7	<eos>	End	and_pl_sg-Vsg
371	5	0	Les	det2pl	and_pl_sg-Vsg
372	5	1	enfants	np2pl	and_pl_sg-Vsg
373	5	2	et	and	and_pl_sg-Vsg
374	5	3	le	det1sg	and_pl_sg-Vsg
375	5	4	bébé	np1sg	and_pl_sg-Vsg
376	5	5	va	Vsg	and_pl_sg-Vsg
377	5	7	<eos>	End	and_pl_sg-Vsg
378	6	0	Mes	det2pl	and_pl_sg-Vsg
379	6	1	amis	np2pl	and_pl_sg-Vsg
380	6	2	et	and	and_pl_sg-Vsg
381	6	3	mon	det1sg	and_pl_sg-Vsg
382	6	4	frère	np1sg	and_pl_sg-Vsg
383	6	5	va	Vsg	and_pl_sg-Vsg
384	6	7	<eos>	End	and_pl_sg-Vsg
385	7	0	Les	det2pl	and_pl_sg-Vsg
386	7	1	administrateurs	np2pl	and_pl_sg-Vsg
387	7	2	et	and	and_pl_sg-Vsg
388	7	3	le	det1sg	and_pl_sg-Vsg
389	7	4	médecin	np1sg	and_pl_sg-Vsg
390	7	5	va	Vsg	and_pl_sg-Vsg
391	7	7	<eos>	End	and_pl_sg-Vsg
392	8	0	Les	det2pl	and_pl_sg-Vsg
393	8	1	secrétaires	np2pl	and_pl_sg-Vsg
394	8	2	et	and	and_pl_sg-Vsg
395	8	3	l'	det1sg	and_pl_sg-Vsg
396	8	4	agent	np1sg	and_pl_sg-Vsg
397	8	5	va	Vsg	and_pl_sg-Vsg
398	8	7	<eos>	End	and_pl_sg-Vsg
399	9	0	Les	det2pl	and_pl_sg-Vsg
400	9	1	collègues	np2pl	and_pl_sg-Vsg
401	9	2	et	and	and_pl_sg-Vsg
402	9	3	le	det1sg	and_pl_sg-Vsg
403	9	4	patron	np1sg	and_pl_sg-Vsg
404	9	5	va	Vsg	and_pl_sg-Vsg
405	9	7	<eos>	End	and_pl_sg-Vsg
406	10	0	Les	det2pl	and_pl_sg-Vsg
407	10	1	employés	np2pl	and_pl_sg-Vsg
408	10	2	et	and	and_pl_sg-Vsg
409	10	3	le	det1sg	and_pl_sg-Vsg
410	10	4	directeur	np1sg	and_pl_sg-Vsg
411	10	5	va	Vsg	and_pl_sg-Vsg
412	10	7	<eos>	End	and_pl_sg-Vsg
413	11	0	Les	det2pl	and_pl_sg-Vsg
414	11	1	ingénieurs	np2pl	and_pl_sg-Vsg
415	11	2	et	and	and_pl_sg-Vsg
416	11	3	le	det1sg	and_pl_sg-Vsg
417	11	4	technicien	np1sg	and_pl_sg-Vsg
418	11	5	va	Vsg	and_pl_sg-Vsg
419	11	7	<eos>	End	and_pl_sg-Vsg
420	12	0	Les	det2pl	and_pl_sg-Vsg
421	12	1	châteaux	np2pl	and_pl_sg-Vsg
422	12	2	et	and	and_pl_sg-Vsg
423	12	3	le	det1sg	and_pl_sg-Vsg
424	12	4	parc	np1sg	and_pl_sg-Vsg
425	12	5	va	Vsg	and_pl_sg-Vsg
426	12	7	<eos>	End	and_pl_sg-Vsg
427	13	0	Les	det2pl	and_pl_sg-Vsg
428	13	1	discours	np2pl	and_pl_sg-Vsg
429	13	2	et	and	and_pl_sg-Vsg
430	13	3	le	det1sg	and_pl_sg-Vsg
431	13	4	meeting	np1sg	and_pl_sg-Vsg
432	13	5	va	Vsg	and_pl_sg-Vsg
433	13	7	<eos>	End	and_pl_sg-Vsg
434	14	0	Les	det2pl	and_pl_sg-Vsg
435	14	1	trains	np2pl	and_pl_sg-Vsg
436	14	2	et	and	and_pl_sg-Vsg
437	14	3	l'	det1sg	and_pl_sg-Vsg
438	14	4	avion	np1sg	and_pl_sg-Vsg
439	14	5	va	Vsg	and_pl_sg-Vsg
440	14	7	<eos>	End	and_pl_sg-Vsg
441	15	0	Les	det2pl	and_pl_sg-Vsg
442	15	1	transports	np2pl	and_pl_sg-Vsg
443	15	2	et	and	and_pl_sg-Vsg
444	15	3	le	det1sg	and_pl_sg-Vsg
445	15	4	loyer	np1sg	and_pl_sg-Vsg
446	15	5	va	Vsg	and_pl_sg-Vsg
447	15	7	<eos>	End	and_pl_sg-Vsg
448	16	0	Les	det2pl	and_pl_sg-Vsg
449	16	1	régions	np2pl	and_pl_sg-Vsg
450	16	2	et	and	and_pl_sg-Vsg
